645,537
645,537
835,642
1126,767
1126,769
1126,769
1126,769
1126,769
1126,769
1126,769
1126,769
1126,769
1126,769
1126,769
1075,749
531,712
458,737
405,726
394,718
394,717
419,718
667,655
915,470
1025,370
1060,341
1060,341
1060,341
1078,299
1097,247
1098,240
1098,227
1098,226
1098,226
1098,227
1098,232
1116,328
1113,422
1111,430
1099,455
1094,463
1094,463
1094,463
1094,463
1094,463
1094,463
1094,463
1094,463
1094,463
1094,463
1094,463
1094,463
1094,463
1094,463
1094,463
1094,463
1094,463
1094,463
1109,409
1128,334
1126,266
1115,221
1112,217
1110,217
1109,217
1108,218
1108,218
1108,218
1108,218
1108,218
1108,218
1108,218
1108,218
1098,218
1079,213
1078,213
1078,213
1078,213
1078,213
1078,213
1078,213
1078,213
1307,249
1378,247
1378,247
1378,247
1378,247
1378,247
1378,247
1378,247
1378,247
1378,247
1378,247
1378,247
1378,247
1378,247
1378,247
1371,275
1370,284
1370,284
1370,284
1370,284
1370,284
1150,297
800,426
716,497
701,500
714,516
836,627
898,630
906,590
920,390
969,252
1017,222
1056,200
1066,198
1069,197
1069,197
1069,200
873,487
678,709
713,726
811,728
837,715
841,712
841,711
841,711
841,711
797,704
503,633
398,574
314,552
270,564
294,573
330,573
332,572
332,572
332,572
332,572
332,572
332,572
473,506
951,292
980,283
980,283
980,283
980,283
980,283
980,283
980,283
980,283
980,283
980,283
980,283
980,283
980,283
980,283
980,283
980,283
980,283
980,283
980,283
980,283
980,283
980,283
980,283
980,283
980,283
980,283
980,283
980,283
980,283
980,283
965,283
727,313
715,332
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
1035,282
