831,679
826,696
810,697
718,700
703,704
732,697
787,693
786,738
777,749
777,749
774,749
519,682
431,592
458,565
475,561
475,561
443,432
413,179
445,176
533,180
572,178
774,246
861,241
861,241
832,241
516,178
509,177
516,183
530,197
544,199
552,203
553,207
553,209
553,210
553,211
553,211
542,209
431,150
432,147
456,147
473,156
480,161
481,161
481,161
481,161
481,161
481,161
538,182
562,176
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
562,175
622,166
1276,127
1217,127
1325,130
1436,125
1436,123
1427,122
1388,127
1388,129
1388,129
1388,129
1388,138
1296,292
1292,305
1301,312
1349,318
1350,319
1350,319
1350,319
1350,319
1350,319
1350,319
1350,319
1350,319
1350,319
1350,319
1350,319
953,0
996,1
1198,67
1215,74
1220,75
1224,70
1226,65
1226,63
1229,56
1231,55
1233,52
1234,48
1235,48
1235,48
1235,48
1198,60
1191,125
1211,137
1177,136
1147,136
1113,135
1094,126
1092,124
1092,124
1092,123
1092,122
1092,122
1092,121
1092,121
1064,165
1033,186
1052,177
1089,155
1091,150
1093,138
1093,128
1093,125
1093,123
1093,123
1093,123
1062,156
996,292
1002,373
1002,378
1002,382
1002,389
1002,393
1002,393
1002,393
1002,393
980,264
1045,43
1049,41
1049,41
1049,41
1049,41
1049,38
1046,38
1042,42
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
1042,46
